movie title,imdb id,cast,plot,director,rating,genres,poster,language cinema,votes,year,runtime,languages,trailer
Seven Years in Tibet: (1997),120102,"['Brad Pitt', 'David Thewlis', 'BD Wong', 'Mako', 'Danny Denzongpa', 'Victor Wong', 'Ingeborga Dapkunaite', 'Jamyang Jamtsho Wangchuk', 'Lhakpa Tsamchoe', 'Jetsun Pema', 'Ama Ashe Dongtse', 'Sonam Wangchuk', 'Dorjee Tsering', 'Ric Young', 'Ngawang Chojor', 'Duncan Fraser', 'Benedick Blythe', 'Tom Raudaschl', 'Wolfgang Tonninger', 'Samdup Dhargyal', 'Chemchok', 'Tenzin Jangchub', 'Angphurba Sherpa', 'Tsering Wangdue', 'Yama Ngudup Cheshatsang', 'Kalsang Dhundop Lungtok', 'Sonam Bidhartsang', 'Lama Champa Tsondu', 'Geshe Lobsang Nyma', 'Geshe Yeshi Tsultrim', 'Lama Champa Chandu', 'Pemba Norbu Sherpa', 'Karma Apo-Tsang', 'Ngawang Tenzingyatso', 'Choeden Tsering', 'Lama Jampa Lekshe', 'Lama Thupten Nugdup', 'Daniel Tedeschi', 'Gerardo Ebert', 'Sebastian Zevalia', 'Philipp Kriechbaum', 'Lobsang Gendun Rinpoche', 'Tenzin Gyaltsen Rinpoche', 'Sharpa Tulku Rinpoche', 'Zongra Tulku Rinpoche', 'Victor A. Haddox']","Heinrich Harrer, an Austrian climber, breaks out of prison and travels to the holy city of Lhasa. He is employed as an instructor to the 14th Dalai Lama and soon becomes his close confidante.",Jean-Jacques Annaud,7.1,"['Adventure', 'Biography', 'Drama', 'History', 'War']",https://m.media-amazon.com/images/M/MV5BYTNkMDMxMDMtMDlhNi00MzQxLTk4NTAtODc0YTFmNGVlNDAyXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,American,155497.0,1997.0,['136'],"['English', 'German', 'Mandarin', 'Tibetan', 'Hindi']",https://www.youtube.com/embed/m9a_7WFcPlI
Thunderheart: (1992),105585,"['Val Kilmer', 'Sam Shepard', 'Graham Greene', 'Fred Ward', 'Fred Thompson', 'Sheila Tousey', 'Ted Thin Elk', 'John Trudell', 'Julius Drum', 'Sarah Brave', 'Allan R.J. Joseph', 'Sylvan Pumpkin Seed', 'Patrick Massett', 'Rex Linn', ""Brian A. O'Meara"", 'Duane Brewer', 'Lewis C. Bradshaw', 'Dennis Banks', 'Candy Hamilton', 'Jerome Mack', 'Tom M. LeBeau', 'Bridgit P. Schock', 'Terry Graber', 'David Crosby', 'Jerry Allan', 'Gordon Patterson', 'Robin J. Saderup', 'Buddy Red Bow', 'Sam Adams', 'Robin Black Bird', 'Floyd Charging Crow', 'Elroy Cross', 'Charles Davis', 'Ernest Red Elk', 'Kenneth J. Richards', 'Severt Young Bear Sr.', 'Carlin Orville Morrison', 'Verland Theodore Phelps', 'Calvin Timothy Red Elk Sr.', 'Tim Owen Taggart', 'Melvin Young Bear', 'Mike Breyer', 'Tony D. Head', 'Jason R. Lone Hill']",A young mixed-blood FBI agent is assigned to work with a cynical veteran investigator on a murder on a poverty-stricken Sioux reservation.,Michael Apted,6.8,"['Crime', 'Mystery', 'Thriller']",https://m.media-amazon.com/images/M/MV5BYjA5Yjc0MzktYmMzOC00MjQxLTg1MWQtOTE4YzU2Y2MyNjA5XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,American,17087.0,1992.0,['119'],"['English', 'Sioux']",https://www.youtube.com/embed/dJp5pxFG6Sg
Mariguddada Gaddadharigalu: (2023),26502225,"['Praveen Raj', 'Dinesh Kumar D', 'Namratha', 'Avinash', 'Baby Marisha', 'Ganesh Rao']","A fictional story set in 1994, atop a hill Marigudda. A Group of bearded men headed by Hulia are killing and robbing people. Madesha sketches a plot to put an end to this.",R Chandrakant,8.7,['Thriller'],https://m.media-amazon.com/images/M/MV5BYmI3MzU1YjYtMjg0ZS00ZmFjLTg4MzEtNTgxZTlkNzcwZTc5XkEyXkFqcGdeQXVyMTU0MDA4MDkz.jpg,Kannada,1037.0,2023.0,['146'],['Kannada'],https://www.youtube.com/embed/m4G1a4g0jtI
Tune in Tomorrow...: (1990),100822,"['Barbara Hershey', 'Keanu Reeves', 'Peter Falk', 'Bill McCutcheon', 'Patricia Clarkson', 'Richard Portnow', 'Jerome Dempsey', 'Richard B. Shull', 'Paul Austin', 'Joel Fabiani', 'Crystal Field', 'Jayne Haynes', 'Mary Joy', 'Rob Kramer', 'Anna Thomson', 'Peter Maloney', 'Irving Metzman', 'Bill Moor', 'Dedee Pfeiffer', 'Jon Van Ness', 'William Murray Weiss', 'Henry Gibson', 'Peter Gallagher', 'Dan Hedaya', 'Buck Henry', 'Hope Lange', 'John Larroquette', 'Elizabeth McGovern', 'Robert Sedgwick', 'Danny Aiello III', 'Pawl Burke', 'Jack Harvey', 'Mert Hatfield', 'Shirley Horn', 'Ishmond Jones', 'Howard Kingkade', 'Adam LeFevre', 'Chuck Margiotta', 'Ray McKinnon', 'Gladys Vega', 'Jack Wallace', 'Wynton Marsalis', 'Wessell Anderson', 'Wycliffe Gordon', 'Herlin Riley', 'Marcus Roberts', 'Reginald Veal', 'Michael White', 'Todd Williams', 'Aaron Neville', 'Art Neville', 'Charles Neville', 'Cyril Neville', 'Curtis Lambert', 'Robert J. Maxwell', 'Patt Noday']","New Orleans, 1951: A law student, working at WXBU radio station, falls in love with his cute aunt, who's looking for a third husband. Then Pedro starts writing radio series at WXBU, stirring up things.",Jon Amiel,6.1,"['Comedy', 'Romance']",https://m.media-amazon.com/images/M/MV5BMzhjMWUzOTgtMjQxYS00MWRhLThiYTMtNWYwNThlNTE1MzZjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg,American,2007.0,1990.0,['107'],['English'],https://www.youtube.com/embed/MSAWCXT_fxg
The Blue Lagoon: (1980),80453,"['Brooke Shields', 'Christopher Atkins', 'Leo McKern', 'William Daniels', 'Elva Josephson', 'Glenn Kohan', 'Alan Hopgood', 'Gus Mercurio', 'Jeffrey Kleiser', 'Bradley Pryce', 'Chad Timmerman', 'Gert Jacoby', 'Alex Hamilton', 'Richard Evanson']","In the Victorian period, two children are shipwrecked on a tropical island in the South Pacific. With no adults to guide them, the two make a simple life together, unaware that sexual maturity will eventually intervene.",Randal Kleiser,5.8,"['Adventure', 'Drama', 'Romance']",https://m.media-amazon.com/images/M/MV5BZWY0OGFkMGQtYzBjOS00MTQyLWI4MmUtMzcyYzkxYzdjOWIwXkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg,American,76265.0,1980.0,['104'],['English'],https://www.youtube.com/embed/A0UapwJIJn8
Lovers and Other Strangers: (1970),66016,"['Diane Keaton', 'Joseph Hindy', 'Richard S. Castellano', 'Bea Arthur', 'Cloris Leachman', 'Gig Young', 'Anne Jackson', 'Harry Guardino', 'Anne Meara', 'Bob Dishy', 'Marian Hailey', 'Michael Brandon', 'Bonnie Bedelia', 'Anthony Holland', 'Bob Kaliban', 'Amy Stiller', 'Charlotte Jones', 'Mort Marshall', 'Conrad Bain', 'Sal La Pera', 'Connie Mason', 'Gloria Matthews', 'Peggy McKenna', 'Jerry Stiller']","Mike and Susan's wedding is overshadowed by family drama, including Mike's brother's divorce, Susan's father's affair, her sister's marital troubles, and Mike's friend pursuing the maid of honor.",Cy Howard,6.6,['Comedy'],https://m.media-amazon.com/images/M/MV5BODVlODlkNzktY2FjMS00ODc5LThmN2EtYjEzNjE3NjIzZDhiXkEyXkFqcGdeQXVyMTA0MjU0Ng@@.jpg,American,1364.0,1970.0,['104'],['English'],https://www.youtube.com/embed/kWPoo2i9-uU
Ultima Thule: (2023),27923396,"['Jakub Gierszal', 'Arthur Henri', 'Weronika Humaj', 'Chloe Tallack', 'Barbara Chrostowska', 'Alfie Gear', 'Edith Gear', 'Elan Gear', 'Kenneth Gear', 'Magnus Gear', 'Penny Gear', 'Sheila Gear', 'Lynn Robertson', 'Jack Smith', 'Robert Smith', 'Fran Dyson Sutten']","Bartek, a 30-year-old, unexpectedly loses his father. Tormented by remorse, he decides to leave his life behind and embarks on a long and lonely journey to the most secluded British isle.",Klaudiusz Chrostowski,6.9,['Drama'],https://m.media-amazon.com/images/M/MV5BNTMwOWNhZjctZTQ1OC00YmIwLWI0YjgtNDE5OGMxODYwMWU2XkEyXkFqcGdeQXVyMTEwMTY3NDI@.jpg,Tamil,61.0,2023.0,['79'],['Polish'],https://www.youtube.com/embed/-jI6JJeWFJ4
Oru Kuppai Kathai: (2018),7853282,"['Dinesh', 'Manisha Yadav', 'Yogi Babu', 'Aadhira Pandilakshmi', 'George Maryan', 'Sujo Mathew']",A brokenhearted trash collector tries to win back his wife.,Kaali Rangasamy,6.3,['Drama'],https://m.media-amazon.com/images/M/MV5BNDBkNjFmOTYtMTMwNC00OWU4LTk4ODYtNzY4MTEyOGUwM2M2XkEyXkFqcGdeQXVyMzYxOTQ3MDg@.jpg,Tamil,318.0,2018.0,['135'],['Tamil'],https://www.youtube.com/embed/_GCvp1cLpxI
An Everlasting Piece: (2000),218182,"['Barry McEvoy', ""Brían F. O'Byrne"", 'Anna Friel', 'Pauline McLynn', 'Ruth McCabe', 'Laurence Kinlan', 'Billy Connolly', 'Des McAleer', 'Colum Convey', 'Ian Cregg', 'David Pearse', 'Seamus Ball', 'Enda Oates', 'Des Braiden', 'George Shane', 'Brendan Costelloe', 'Simon Delaney', 'Olivia Nash', 'Kathleen Bradley', 'Maclean Stewart', 'Darren Lawless', 'Peter Quinn', 'David Howarth', 'Mark Carruthers', 'A.J. Kennedy', 'Nevan Finegan', 'Samuel Bright', 'Philip Young', 'Conor Bradford', 'Martin Nicholl', 'Michael Fieldhouse', 'Bryan McCaugherty', 'Jack Quinn', ""Frank O'Keeffe"", 'Paul Clancy', 'Little John Nee', 'Jonathan Shankey', 'Paula McFetridge', 'Michael Campbell', 'Sue Moore', 'David Bingham']","Colm is a Catholic, and George is a poetry-loving Protestant. In Belfast, Northern Ireland in the 1980s, they could have been enemies, but instead, they became business partners. After persuading a mad wig salesman known as the Scalper to sell them his leads, the two embark on a series of house calls, always in neighborhoods that are dangerous for one or the other partner. Then they find out they might lose their exclusive wig distributorship to competitors. Through a series of comic twists, the pair are given large orders for wigs by both sides of the Protestant and Catholic conflict. Should they compromise their principles in order to keep their business? Will it destroy their friendship? Could one of their wigs in the hands of the I.R.A. actually put one or both of them in jail, or even get them killed?—Miles Fowler",Barry Levinson,6.2,['Comedy'],https://m.media-amazon.com/images/M/MV5BMGZkNzAyYjgtNWUxYS00ZDg4LWFhOTEtZmY0N2Q0MDU2MTJmXkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg,American,1744.0,2000.0,['103'],['English'],https://www.youtube.com/embed/syTCXQM6740
Devaki: (2019),10323168,"['Juin Bagchi', 'Sunil Banarjee', 'Sohini Bose', 'Mustaque Chowdari', 'Swapna Das', 'Mili Debnath', 'Kishore Kumar G.', 'Gautham', 'Pramit Pratim Ghosh', 'Govind', 'Jaganathan', 'Sanjeev Jaiswal', 'Sanjeev Jaiswal', 'Kodanda', 'Manju', 'Naveen', 'Samardrshi', 'Ratan Sarkar', 'Arpita Sen', 'Indraneil Sengupta', 'Kiran Surya', 'Ravi Teja', 'Aishwarya Upendra', 'Priyanka Upendra']","Devaki a single parent, is frantically in search of her 10-year-old daughter Aaradhya on the dingy streets of Kolkata.",H. Lohith,5.4,['Thriller'],https://m.media-amazon.com/images/M/MV5BYmI1YzlmY2UtNDkyYS00YmRhLWI0NDMtNTkwNTE2YzAzNTFmXkEyXkFqcGdeQXVyNjY0OTkzMjk@.jpg,Hindi,127.0,2019.0,['129'],['Kannada'],https://www.youtube.com/embed/QRW69iYXqJ8
Holiday Heart: (2000),250425,"['Ving Rhames', 'Alfre Woodard', 'Jesika Reynolds', 'Mykelti Williamson', 'Johnathan Wesley Wallace', 'Philip Maurice Hayes', 'Blu Mankuma', 'Lorena Gale', 'James Kidnie', 'Benz Antoine', 'Guy Fauchon', 'Ron Selmour', 'Patricia Idlette', 'Mary Antonini', 'Emy Aneke', 'Roger Haskett', 'Errol G. Farquharson', 'Bob Dawson', 'Doug Cameron', 'Scott Swanson', 'Willie Taylor', 'Steven Miller', 'Mark Finley', 'Rhys Williams', 'Peter Williams']",A drag queen takes in a drug addict and her daughter and helps raise the daughter.,Robert Townsend,7.4,['Drama'],https://m.media-amazon.com/images/M/MV5BMTMzMjM3NzE2OF5BMl5BanBnXkFtZTcwNTQ4MzYxMQ@@.jpg,American,1409.0,2000.0,['96'],['English'],https://www.youtube.com/embed/4Q5uyoE0Hm4
Hannibal: (2013),2243973,"['Hugh Dancy', 'Mads Mikkelsen', 'Caroline Dhavernas', 'Laurence Fishburne', 'Scott Thompson', 'Aaron Abrams', 'Gillian Anderson', 'Hettienne Park', 'Kacey Rohl', 'Lara Jean Chorostecki', 'Raúl Esparza', 'Vladimir Jon Cubrt', 'Katharine Isabelle', 'Kalen Davidson', 'Eddie Izzard', 'Richard Armitage', 'Gina Torres', 'Rutina Wesley', 'Joe Anderson', 'Fortunato Cerlino', 'Cynthia Nixon', 'Tao Okamoto', 'Anna Chlumsky', 'Nina Arianda', 'Krista Patton', 'Alana Bridgewater', 'Michael Pitt', 'Dan Fogler', 'Daniel Kash', 'Glenn Fleshler', 'Mark Rendall', 'Torianna Lee', 'Patrick Garrow', 'Rinaldo Rocco', 'Jeremy Davies', 'Chris Diamantopoulos', 'Zachary Quinto', 'Giorgio Lupano', 'Ellen Muth', ""Mark O'Brien"", 'Ryan Field', 'Gabriel Browning Rodriguez', 'Dwight Ireland', 'Demore Barnes', 'Ted Ludzik', 'David Calderisi', 'Toni Ellwand', 'Jonathan Tucker', 'Trudy Weiss', 'Tom Wisdom']",Explores the early relationship between renowned psychiatrist Hannibal Lecter and a young FBI criminal profiler who is haunted by his ability to empathize with serial killers.,,8.5,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",https://m.media-amazon.com/images/M/MV5BNWU5YmJhNWEtZGVlOS00NmRhLThmNzUtYjAyMDA2MDg5ZTM4XkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg,American,275618.0,2013.0,['45'],['English'],https://www.youtube.com/embed/RuiklpUQ-p4
Cop Land: (1997),118887,"['Sylvester Stallone', 'Harvey Keitel', 'Ray Liotta', 'Robert De Niro', 'Peter Berg', 'Janeane Garofalo', 'Robert Patrick', 'Michael Rapaport', 'Annabella Sciorra', 'Noah Emmerich', 'Cathy Moriarty', 'John Spencer', 'Frank Vincent', 'Malik Yoba', 'Arthur J. Nascarella', 'Edie Falco', 'Victor Williams', 'Paul Calderon', 'John Doman', 'Debbie Harry', 'Vincent Laresca', 'Oliver Solomon', 'Terri Towns', 'David Butler', 'Brad Beyer', 'Charles Dumas', 'John Johnson', 'Frank Pellegrino', 'Robert John Burke', 'John Ventimiglia', 'Terry Serpico', 'Method Man', 'Sean Cullen', 'Paul Herman', 'Mel Gorham', 'Graciela Lecube', 'Chris Conte', 'Anthony Citro', 'Alexandra Adi', 'Mark Casella', 'Timothy Stickney', 'William Kalaidjian', 'Sean Runnette', 'Michael Gaston', 'Ben Ellerin', 'David Díaz', 'Tracy O. Emory', 'Robert W. Castle', 'Bruce Altman', 'Carly Fordham', 'Tony Giorgio', ""Kevin O'Sullivan"", ""Louis D'Alto"", 'Sylvia Kahn', 'Ronn Munro', 'John Henry', 'Richard Lisi', 'Hans Moody', 'Garry Pastore', 'Tony Sirico', 'Peter Ashton Wise', 'P.J. Brown', 'Manuel Corrado', 'Jeffrey H. Kaufman', 'Europe Harmon', 'Rene Ojeda', 'Debra Kay Anderson', 'S. Michael Bellomo', 'David W. Butler', 'Christopher Del Gaudio', 'John DeNatale', 'Brian Donahue', 'Frank Ferruccio', 'Tadeusz Horvath', 'Adrian Lee', 'Marshall Dancing Elk Lucas', 'James Morricone', 'Felicia Peluso', 'Floyd Resnick', 'Sal Rinella', 'Geraldo Rivera', 'Dan Scarola', 'Bill J. Vlasnic']","The Sheriff of a suburban New Jersey community, populated by New York City police officers, slowly discovers the town is a front for mob connections and corruption.",James Mangold,7.0,"['Crime', 'Drama', 'Thriller']",https://m.media-amazon.com/images/M/MV5BNmNhMzI0NmQtMzU1OS00NzQzLTg0NzctZDJkODZlMjU3OTc5XkEyXkFqcGdeQXVyNDc2NjEyMw@@.jpg,American,105990.0,1997.0,['105'],"['English', 'Spanish']",https://www.youtube.com/embed/DWLFW9iAr-E
The Peacemaker: (1997),119874,"['George Clooney', 'Nicole Kidman', 'Marcel Iures', 'Aleksandr Baluev', 'Rene Medvesek', 'Gary Werntz', 'Randall Batinkoff', 'Jim Haynie', 'Alexander Strobele', 'Holt McCallany', 'Michael Boatman', 'Joan Copeland', 'Carlos Gómez', 'Armin Mueller-Stahl', 'Slavko Juraga', 'Aleksandr Peskov', 'Dejan Acimovic', 'Harsh Nayyar', 'Matt Adler', 'Tamara Tunie', 'Aleksandr Yatsko', 'Bruce MacVittie', 'Lubomír Paulovic', 'Charles Dumas', 'Ramsey Faragallah', 'Murphy Guyer', 'Leslie Dilley', 'David S. Lomax', 'Adina Porter', 'Hubert Kramar', 'Alma Cuervo', 'Sebastian Roché', 'Blaise Corrigan', 'Gordon Catlin', 'John Ottavio', 'Goran Visnjic', 'Jay Acovone', 'Hannah Leder', 'James Colby', 'Jean Rogers', 'Matt Winston', 'Terry Serpico', 'Thom Mathews', 'Jerry Dixon', 'David Lagle', 'Louis Mustillo', 'Bozidar Smiljanic', 'Michael Potts', 'Richard Poe', 'Slobodan Dimitrijevic', 'Martin Nikodým', 'Charles Cavalier', 'Jerome Jamal Hardeman', 'Dave Simonds', 'Irmelin Mai Hoffer', 'Chuck Cooper', 'Jono Kouzouyan', 'Jared Chandler', 'Evert Sooster', 'Branko Lustig', 'Matthew Sussman', 'Bill Christ', 'William Hill', 'Bernie McInerney', 'Andrea Doven', 'James DuMont', 'Mark W. Johnson', 'Aleksandr Kuznetsov', 'Ed Semenov', 'Bruce Gray', 'Endre Hules', 'Steve Altes', 'Eric Attio', 'Roxana Benseman', 'Maria Capp', 'Ricardo Cordero', 'Rob Cristiano', 'Christopher Del Gaudio', 'Elwood Edwards', 'Frank Fortunato', 'Malek Hanna', 'Jason H. Karniol', 'Tom Kirrane Martinez', 'Mimi Leder', 'Marshall Dancing Elk Lucas', 'Paul G. Lyons', 'Ronnie Marmo', 'Ana-Sofia Mastroianna', 'Clifford Minkoff', 'Bonnie Monaghan', 'Josh Mowery', 'Steve Nuke', 'Francesco Paladino', 'Todd Peterson', 'Todo Segalla', 'Ron Severdia', 'Lucy Smith', 'Oriana Nicole Tavoularis']",A US Army colonel and a civilian woman supervising him must track down stolen Russian nuclear weapons before they're used by terrorists.,Mimi Leder,6.0,"['Action', 'Drama', 'Thriller']",https://m.media-amazon.com/images/M/MV5BMjQ0OTNjOTMtYWU1MC00MWQwLTllMmMtNWZmYmE3NDY0ZTgxXkEyXkFqcGdeQXVyMTE2OTg4Mjg@.jpg,American,62158.0,1997.0,['124'],"['English', 'Russian', 'Serbian', 'Bosnian', 'Croatian', 'Polish']",https://www.youtube.com/embed/UURCLhzk5P8
Numbri Aadmi: (1991),363851,"['Ishrat Ali', 'Arun Bakshi', 'Rakesh Bedi', 'Amit Bhalla', 'Sangeeta Bijlani', 'Mithun Chakraborty', 'Bob Christo', 'Salim Khan Ding-Dong', 'Kunal Goswami', 'Aruna Irani', 'Jagdeep', 'Jankidas', 'Kamaldeep', 'Kimi Katkar', 'Shehzad Khan', 'Dev Kumar', 'Guddi Maruti', 'Mehmood Jr.', 'Mushtaq Merchant', 'Mac Mohan', 'Anjana Mumtaz', 'Navin Nischol', 'Suresh Oberoi', 'Bhagwan Palav', 'Amrish Puri', 'Shiva Rindani', 'Ghanshyam Rohera', 'Joginder Shelly', 'Gurbachan Singh', 'Chhote Ustad', 'Sonu Walia', 'Surendra Rahi', 'Shirley']","Rana (Amrish Puri) kills Inspector Anand Srivastav, and the only witness is Anand's son, Shankar. Years later, Shankar has grown up and has become a modern Robin Hood of sorts, robs the rich and distributes the wealth amongst the poor, especially a charitable hospital. Shankar comes to know that Rana is still alive, and attempts to avenge his father's death, only to find out that Rana has powerful friends, such as Assistant Commissioner of Police Vijay Pratap (Suresh Oberoi), who not only disbelief Shankar, but will prevent him from doing any harm to Rana.—rAjOo (gunwanti@hotmail.com)",Swaroop Kumar,5.2,"['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNWU2MGZiNmEtYWJlMy00YTM4LTlkN2ItNjY5MGY2ODEzY2YyXkEyXkFqcGdeQXVyODcxMDYxMDM@.jpg,Hindi,30.0,1991.0,['125'],['Hindi'],https://www.youtube.com/embed/cGS7z96cM8I
Mawaali: (1983),154857,"['Jeetendra', 'Sridevi', 'Jaya Prada', 'Prem Chopra', 'Aruna Irani', 'Kader Khan', 'Shakti Kapoor', 'Govardhan Asrani', 'Nirupa Roy', 'Iftekhar', 'Shreeram Lagoo']","Ramesh gets employ as an engineer in a factory own and maintain by the wealthy, Goyal Verma. Goyal has a daughter, Nisha who is of marriage-able age and who also is in love with Ramesh. But their marriage is unacceptable by Goyal and in retaliation he fires Ramesh from his job. This does not end here as the next day Goyal is found dead in his bedroom and Ramesh is accuse of killing him; who is also convicted in a court of law and remanded to prison. While in prison he gets to meet his look-alike Gangu - with Gangu entering into the frame-work this opens up a game between Ramesh and the real killers of Mr. Goyal.—gavin (racktoo@hotmail.com)",K. Bapaiah,4.7,"['Action', 'Drama']",https://m.media-amazon.com/images/M/MV5BZDAxM2VlNjEtNjJiNS00MzVlLWI1YTQtOThmNjY1ZWRiNTM0XkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,Hindi,126.0,1983.0,['150'],['Hindi'],https://www.youtube.com/embed/UOjaCWZ70Pg
Ek Kunwari Ek Kunwara: (1973),239362,"['Pran Sikand', 'Leena Chandavarkar', 'Rakesh Roshan', 'Rajendranath Malhotra', 'Raj Mehra', 'B.B. Bhalla', 'Kumkum', 'Lalita Kumari', 'Goga Kapoor', 'Jankidas', 'Zeb Rehman', 'Jugal Kishore', 'Moolchand', 'Yunus Parvez', 'Ram Sethi', 'Harbans Darshan M. Arora', 'Sunder', 'Som Haksar', 'Jayshree Talpade', 'Randhir Kapoor', 'Vinod Khanna', 'Jullian', 'Chinu Rajput', 'Robert', 'Kedarnath Saigal', 'Bharat Shinde', 'Sopariwala']","Wealthy Deepak comes to the rescue of a village belle named Tara, marries her in secret, leaves her with a promise to return. When Tara finds out she is pregnant, and Deepak has abandoned her she gets a stroke and as a result loses her voice. Subsequently, she gives birth to a son, and leaves the village to go to Bombay to look for Deepak. Once there, she comes across Deepak, who will not have anything to do with her, and gives her some money to look after herself and the child. She abandons the child in a taxi-cab, and the child ends up with Deepak's sister, Neela. Watch how hilarious chaos reigns as the child keeps on ending up with Deepak - no matter what he does to get rid of it.—rAjOo (gunwanti@hotmail.com)",Prakash Mehra,6.1,"['Adventure', 'Drama', 'Musical']",https://m.media-amazon.com/images/M/MV5BNTg1YmIwNGYtMzk5OS00ZmQ3LWFlYTEtZGE4MmIwOWQ4NGViXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,Hindi,22.0,1973.0,,['Hindi'],https://www.youtube.com/embed/wZGeQz0yNRg
Kaala Patthar: (1979),79386,"['Amitabh Bachchan', 'Shashi Kapoor', 'Shatrughan Sinha', 'Rakhee Gulzar', 'Parveen Babi', 'Neetu Singh', 'Parikshit Sahni', 'Prem Chopra', 'Romesh Sharma', 'Poonam Dhillon', 'Manmohan Krishna', 'Madan Puri', 'Iftekhar', 'Sudha Chopra', 'Satyendra Kapoor', 'Geeta Kak', 'Sharat Saxena', 'Mohan Sherry', 'Yunus Parvez', 'Mac Mohan', 'Jagdish Raj', 'Mahan Swadesh', 'Baldev Trehan', 'Gautam Sarin', 'Suresh Oberoi', 'Om Sahni', 'Suresh Bedi', 'Lamba', 'Vikas Anand', 'Rajan Verma', 'Harish Chandra', 'Babu Kumar', 'H.L. Pardesi', 'Nagar', 'Chandu', 'Prem Sagar', 'Uttam Sodi', 'Harbans Darshan M. Arora', 'Bhola', 'Ramanand', 'Kuldeep Chand', 'Gopal', 'Baseshwar', 'Kishan', 'Prince Shakeel', 'Nasir', 'Ashok Verma', 'Ashok Chadda', 'Rajesh', 'Murari', 'Sudhir Dalvi', 'Annu Kapoor', 'Sanjeev Kumar', 'Surendra Rahi', 'Kedarnath Saigal', 'Shirley']",Inspired by a true mining tragedy the film is about people from all walks of life showing courage and character to fight the forces of nature.,Yash Chopra,7.6,"['Action', 'Drama', 'History', 'Thriller']",https://m.media-amazon.com/images/M/MV5BY2YyY2ZjMjAtNGJlNi00NDBiLWE2YTEtNjhiNDg1NmNmNDY3XkEyXkFqcGdeQXVyNTkzNDQ4ODc@.jpg,Hindi,2754.0,1979.0,['176'],['Hindi'],https://www.youtube.com/embed/FTjG-Aux_yQ
Bulletproof Heart: (1994),110259,"['Anthony LaPaglia', 'Mimi Rogers', 'Matt Craven', 'Peter Boyle', 'Monika Schnarre', 'Joseph Maher', 'Mark Acheson', 'Philip Maurice Hayes', 'Christopher Mark Pinhey', 'Claudio Masciulli', 'Justine Priestley']","A slick New York assassin accepts an unusual hit: a woman who not only is expecting him, but who is more than willing to be murdered.",Mark Malone,5.9,"['Crime', 'Drama', 'Romance', 'Thriller']",https://m.media-amazon.com/images/M/MV5BMDgyZjcyNDItYjFhZS00YWU5LWFiMmEtNWMwNWY3NmY0YTcxXkEyXkFqcGdeQXVyMTE5MzA5OA@@.jpg,American,768.0,1994.0,['95'],['English'],https://www.youtube.com/embed/Vnh6xMo02UE
